OrderID,CustomerID,Region,StoreID,Product,Quantity,UnitPrice,SalesAmount,OrderTime,DeviceType,Temperature,DeviceStatus,AnomalyFlag,AnomalyType
db07ec0d-e8e7-408a-846e-c2d330484d4b,CUST-2824,East,Store-009,Mobile,2,322.1,644.2,2023-01-05 23:24:55,Temp_Sensor,23.18,OK,0,
93d89258-6ef2-4bb8-9a71-cb590cb55f85,CUST-7912,East,Store-001,Laptop,2,503.69,1007.38,2023-01-30 05:24:09,RFID_Scanner,21.93,OK,0,
f97636e9-3dab-48ad-aad4-0eca034d3111,CUST-9928,South,Store-008,Tablet,5,592.47,2962.35,2023-01-01 07:34:17,RFID_Scanner,22.89,OK,0,
f20eae76-3e09-4580-8429-af1d6b76209a,CUST-3547,West,Store-011,Laptop,1,790.86,790.86,2023-01-18 10:14:28,POS_Terminal,22.23,OK,0,
5dbc9dfd-0275-4427-a4b6-089b43465200,CUST-8527,East,Store-013,Laptop,11,621.7,6838.7,2023-01-18 13:20:07,Temp_Sensor,19.35,MISMATCH,1,RFID_Mismatch
c6bd3963-d239-42b7-b414-4e39289bc2da,CUST-5741,East,Store-008,Printer,1,791.25,791.25,2023-01-23 00:15:40,Temp_Sensor,23.84,OK,0,
02fadf02-d15e-4527-94b1-9cb915a71209,CUST-6820,West,Store-009,Smartwatch,1,1237.81,1237.81,2023-01-09 07:23:27,Temp_Sensor,23.1,OK,0,
90e7e190-9d09-47a3-a399-98562cf389dc,CUST-7216,North,Store-018,Mobile,3,1693.56,5080.68,2023-01-03 17:10:20,RFID_Scanner,23.75,OK,0,
50f6c840-47fc-4117-a776-78701a91f199,CUST-7572,North,Store-003,Mobile,5,1758.92,8794.6,2023-01-16 06:37:34,RFID_Scanner,22.59,OK,0,
77d4cd70-6019-4be0-bce4-51626ae52101,CUST-8517,West,Store-009,Mobile,2,1502.73,3005.46,2023-01-27 03:57:14,POS_Terminal,23.23,OK,0,
6d65d67c-bc5e-43bf-9522-50e645fa5f8f,CUST-7543,North,Store-008,Mobile,5,1012.36,5061.8,2023-01-03 06:53:40,RFID_Scanner,19.07,OK,0,
d6c5b3f1-076e-4c24-a836-318d6588eedd,CUST-7916,East,Store-013,Tablet,5,1992.44,9962.2,2023-01-26 16:27:46,POS_Terminal,24.8,OK,0,
18175f8f-6017-413a-9e20-c876857ee103,CUST-1188,East,Store-018,Printer,3,1548.77,4646.31,2023-01-17 12:19:59,RFID_Scanner,20.05,OK,0,
54a45330-e78f-4d3d-9426-8eb38292bbd3,CUST-1053,North,Store-017,Printer,2,1039.98,2079.96,2023-01-06 03:58:39,Temp_Sensor,20.09,OK,0,
f40b3d98-1113-4b72-9a70-3e1dcaa06544,CUST-4258,West,Store-012,Printer,2,1101.79,2203.58,2023-01-26 17:54:24,RFID_Scanner,22.19,OK,0,
f8d9eb0c-6447-4cf0-8e46-cbb6a04d94e4,CUST-2832,North,Store-010,Mobile,1,519.7,519.7,2023-01-28 13:01:07,RFID_Scanner,18.6,OK,0,
1131c959-e455-4c4d-91c2-d5754ab7ad1d,CUST-2133,West,Store-005,Smartwatch,4,1896.35,7585.4,2023-01-09 00:23:12,POS_Terminal,21.69,OK,0,
307e7b0c-128e-46e0-add0-89fa1ff2eea3,CUST-4470,West,Store-010,Tablet,3,904.3,2712.9,2023-01-26 03:01:10,POS_Terminal,18.85,OK,0,
a4efe082-f0d2-40cc-8b05-07d3f3259e94,CUST-6539,East,Store-019,Camera,2,1197.46,2394.92,2023-01-01 08:22:40,RFID_Scanner,57.64,OVERHEAT,1,Overheat
ccc9f1ab-74fe-45f5-ba0d-ec19386dd4c0,CUST-6413,East,Store-017,Mobile,3,1354.51,4063.53,2023-01-11 09:36:14,Temp_Sensor,18.93,OK,0,
a19e0f19-3461-45de-b5e7-f706152d2afc,CUST-8744,West,Store-016,Printer,4,421.3,1685.2,2023-01-05 16:55:57,Temp_Sensor,21.02,OK,0,
6669123b-765f-420a-90c2-651e8fc3f3f0,CUST-8651,East,Store-004,Laptop,4,1470.02,5880.08,2023-01-06 07:18:27,RFID_Scanner,19.34,OK,0,
fc349ff6-2650-4e07-b1eb-af4d7d6b1922,CUST-3296,South,Store-006,Headphones,4,537.12,2148.48,2023-01-04 15:49:47,POS_Terminal,23.66,OK,0,
deed7de0-495c-4337-b3f3-910240c3edc7,CUST-2604,East,Store-018,Printer,1,1939.54,1939.54,2023-01-12 11:24:07,RFID_Scanner,20.84,OK,0,
8646b89b-9553-4749-9011-65a1db9edbe9,CUST-7570,East,Store-006,Tablet,1,1971.35,1971.35,2023-01-13 20:59:02,POS_Terminal,20.0,OK,0,
3c76dbf7-1367-491b-999b-246899806366,CUST-8973,West,Store-007,Headphones,2,1938.98,3877.96,2023-01-29 02:47:38,Temp_Sensor,21.8,OK,0,
26227325-5dd6-4e44-8770-6b4dd67636e4,CUST-1936,East,Store-019,Tablet,5,1842.8,9214.0,2023-01-26 18:48:24,RFID_Scanner,18.4,OK,0,
a549a740-357c-4a42-ae5b-4c5800a41a3f,CUST-4044,East,Store-020,Laptop,2,837.36,1674.72,2023-01-28 15:43:11,RFID_Scanner,45.48,OVERHEAT,1,Overheat
8e8b9888-dfd0-41f1-9de7-4b19e22fb229,CUST-9565,North,Store-009,Mobile,3,515.44,1546.32,2023-01-20 05:07:26,RFID_Scanner,22.7,OK,0,
0ff7fc69-3358-4e39-9722-963fed6a402c,CUST-6180,East,Store-001,Tablet,5,1996.99,9984.95,2023-01-05 20:29:11,RFID_Scanner,21.76,OK,0,
59628777-38f1-4118-afd0-101523f308f4,CUST-3170,North,Store-003,Mobile,3,605.73,1817.19,2023-01-22 06:31:19,Temp_Sensor,22.92,OK,0,
c1ebdda4-fbbe-4a10-bd31-b79c2493ff1c,CUST-9666,East,Store-018,Headphones,1,1880.91,1880.91,2023-01-07 12:27:37,POS_Terminal,18.81,OK,0,
9f0042da-5471-4981-9d9d-027320b659bb,CUST-3546,North,Store-010,Camera,2,1449.34,2898.68,2023-01-10 21:12:29,Temp_Sensor,22.44,OK,0,
6712deef-60c5-4ba8-a340-e4758e0dbe4e,CUST-9004,North,Store-002,Laptop,4,1667.23,6668.92,2023-01-03 03:21:53,RFID_Scanner,20.33,OK,0,
e639a6b6-a169-4779-b3b1-ca6c7ece63dd,CUST-5291,West,Store-015,Camera,4,1143.77,4575.08,2023-01-06 10:20:33,RFID_Scanner,24.62,OK,0,
a859f3fc-d8f4-4d7f-86b8-bc05a19d7368,CUST-3442,East,Store-012,Camera,5,338.78,1693.9,2023-01-07 04:29:05,RFID_Scanner,20.16,OK,0,
32984a6e-5336-4884-ba89-45189705bb00,CUST-1653,North,Store-007,Smartwatch,2,1350.52,2701.04,2023-01-18 04:03:55,Temp_Sensor,24.19,OK,0,
649b7a44-676b-43fe-9b08-be738d1f5151,CUST-3532,West,Store-006,Printer,2,1768.76,3537.52,2023-01-02 04:52:41,RFID_Scanner,23.16,OK,0,
e9e97f22-0318-4069-a0e4-2ceb275737b2,CUST-7745,West,Store-009,Mobile,1,795.96,795.96,2023-01-02 21:07:02,POS_Terminal,19.56,OK,0,
053e3dc4-18eb-43e2-98b5-621c4008a386,CUST-8541,North,Store-010,Printer,2,484.7,969.4,2023-01-10 09:00:45,POS_Terminal,20.3,OK,0,
d61d139a-0b53-4c6e-bc22-c4e1be369661,CUST-5573,North,Store-017,Tablet,5,695.74,3478.7,2023-01-02 08:09:25,RFID_Scanner,24.14,OK,0,
dc63817c-bcdb-4eb6-b3d9-5506b1a3c64b,CUST-5349,East,Store-004,Camera,4,724.09,2896.36,2023-01-16 05:27:38,POS_Terminal,22.24,OK,0,
8ae9b567-5c3f-4bce-862c-8607d3f50424,CUST-7311,West,Store-009,Laptop,4,53.3,213.2,2023-01-27 03:20:31,Temp_Sensor,23.04,OK,0,
e61209c5-7184-41ef-aac6-dcb64f4312d2,CUST-4228,North,Store-014,Laptop,3,1265.15,3795.45,2023-01-07 01:11:56,Temp_Sensor,24.3,OK,0,
db728960-8adc-4932-adc1-ac26e32c0245,CUST-7691,North,Store-013,Smartwatch,3,1131.1,3393.3,2023-01-10 07:30:35,POS_Terminal,22.65,OK,0,
1ddb5637-5b1f-4dd7-941b-f2da2ff88dbe,CUST-3851,North,Store-013,Camera,1,642.56,642.56,2023-01-11 04:52:50,POS_Terminal,23.5,OK,0,
47154cc4-f21a-4ee9-9f12-3dcd82345f62,CUST-6279,South,Store-015,Tablet,2,1046.79,2093.58,2023-01-09 05:42:17,Temp_Sensor,18.59,OK,0,
592a610b-bcc8-4354-b6f9-ca146d543d69,CUST-6491,East,Store-008,Smartwatch,3,488.05,1464.15,2023-01-10 16:00:11,RFID_Scanner,18.17,OK,0,
8a7ed17a-a56f-4c96-91df-3e099af1ecd5,CUST-8784,East,Store-015,Tablet,5,429.15,2145.75,2023-01-19 15:22:02,POS_Terminal,20.8,OK,0,
bf1c5c65-7abf-4c01-9404-936db33a612a,CUST-1090,East,Store-014,Mobile,2,1618.01,3236.02,2023-01-26 03:27:52,POS_Terminal,18.35,OK,0,
fda3e34b-b87c-4893-a254-a01f718f7449,CUST-2988,South,Store-005,Printer,4,1351.78,5407.12,2023-01-28 03:11:42,Temp_Sensor,20.22,OK,0,
10db2014-6758-49d5-b712-1b2891e968c1,CUST-8251,South,Store-018,Tablet,2,1500.13,3000.26,2023-01-24 01:02:08,POS_Terminal,19.81,OK,0,
4c7ccd1e-9131-43d6-8439-8e9e4961dbd6,CUST-5543,South,Store-008,Headphones,4,201.09,804.36,2023-01-14 20:53:50,RFID_Scanner,19.9,OK,0,
48d4440d-590e-4cf9-8660-3b81cc1c704f,CUST-9849,East,Store-005,Mobile,2,796.92,1593.84,2023-01-08 10:01:51,Temp_Sensor,19.5,OK,0,
f024f733-f063-41ce-ab2f-4f35d530c52f,CUST-6421,South,Store-014,Laptop,10,1674.14,16741.4,2023-01-19 21:46:24,Temp_Sensor,24.62,MISMATCH,1,RFID_Mismatch
9e021cee-1aa3-4839-b46b-cc05e8325a3d,CUST-8814,East,Store-012,Headphones,4,1714.22,6856.88,2023-01-21 08:11:42,Temp_Sensor,23.23,OK,0,
9a72be7d-3ca5-4b64-878c-f443aea6cae5,CUST-4613,South,Store-008,Headphones,4,997.0,3988.0,2023-01-19 21:03:05,POS_Terminal,22.68,OK,0,
9fad8b36-fcd2-4037-a019-728e16ca3686,CUST-3704,South,Store-005,Camera,13,102.58,1333.54,2023-01-20 03:04:00,Temp_Sensor,21.95,MISMATCH,1,RFID_Mismatch
199de6e5-8d11-4887-b2b7-c05dab1b0108,CUST-3223,South,Store-006,Laptop,3,789.25,2367.75,2023-01-11 06:36:07,POS_Terminal,20.29,OK,0,
8b67fa52-42bb-486a-866c-aa1a893ee151,CUST-7211,North,Store-014,Headphones,1,967.1,967.1,2023-01-27 04:28:07,RFID_Scanner,25.0,OK,0,
3afae91f-cc69-46ec-941b-58cefcb85d7e,CUST-2124,East,Store-001,Mobile,2,1686.5,3373.0,2023-01-08 09:32:17,RFID_Scanner,18.88,OK,0,
fae848cf-90c7-46fe-af09-87e58efbf673,CUST-4571,South,Store-009,Printer,3,377.19,1131.57,2023-01-30 11:29:40,Temp_Sensor,23.03,OK,0,
14dc706f-5b8c-45ff-98a3-5246959b1b69,CUST-3683,North,Store-004,Camera,1,1861.33,1861.33,2023-01-28 22:51:06,Temp_Sensor,24.36,OK,0,
2b4da48a-9939-4bb3-8203-0f35369dff71,CUST-4249,East,Store-019,Smartwatch,2,248.71,497.42,2023-01-15 15:22:09,Temp_Sensor,22.2,OK,0,
2bb8c321-2f07-408d-895a-217cda90ee50,CUST-1672,North,Store-018,Tablet,3,184.47,553.41,2023-01-17 13:33:47,RFID_Scanner,23.95,OK,0,
82961f57-063d-452e-abe1-c8c0ce076f1d,CUST-2729,South,Store-012,Smartwatch,4,1429.25,5717.0,2023-01-22 03:22:45,RFID_Scanner,23.14,OK,0,
cd669277-e660-44cd-82ad-a365c6d375cd,CUST-5425,South,Store-015,Tablet,5,573.37,2866.85,2023-01-12 22:01:21,RFID_Scanner,19.95,OK,0,
22c7aca4-9dda-4759-b9b9-2c585ae3cc71,CUST-8613,South,Store-011,Laptop,4,1709.36,6837.44,2023-01-09 19:51:31,POS_Terminal,19.48,OK,0,
37ce4b04-72d4-4b8e-ad0f-0d98e56445a0,CUST-6576,North,Store-020,Smartwatch,3,1133.79,3401.37,2023-01-26 01:54:51,RFID_Scanner,18.6,OK,0,
5e8bc1da-b338-4da5-a533-e79d55161bc9,CUST-9004,West,Store-016,Smartwatch,4,923.94,3695.76,2023-01-01 20:05:23,RFID_Scanner,20.06,OK,0,
c54c6465-2334-470a-96eb-c231951f3a52,CUST-4986,North,Store-019,Headphones,4,1129.27,4517.08,2023-01-17 16:30:23,POS_Terminal,24.98,OK,0,
f731fb0a-90fc-45c6-bcfb-4698de4aab77,CUST-6764,South,Store-009,Headphones,3,499.55,1498.65,2023-01-10 08:22:37,POS_Terminal,18.84,OK,0,
64c0cbdb-e900-4836-b2f9-16c863b43743,CUST-4033,West,Store-007,Smartwatch,4,589.17,2356.68,2023-01-29 14:55:06,Temp_Sensor,22.18,OK,0,
8b3f2653-2715-4c19-8470-561498d10b2c,CUST-4180,North,Store-008,Headphones,2,639.42,1278.84,2023-01-26 22:18:44,RFID_Scanner,19.92,OK,0,
eae906ef-423a-4a33-89bc-764dafc92988,CUST-5786,West,Store-016,Laptop,1,1169.43,1169.43,2023-01-23 18:53:13,POS_Terminal,21.08,OK,0,
8da029e6-743a-4706-89cd-2f482fdfef77,CUST-1841,North,Store-016,Laptop,1,831.38,831.38,2023-01-04 14:18:43,Temp_Sensor,55.28,OVERHEAT,1,Overheat
3f4c10ed-f617-45ee-9a10-dc7e9c7ee703,CUST-5978,East,Store-008,Laptop,5,1540.66,7703.3,2023-01-30 10:24:40,Temp_Sensor,23.54,OK,0,
18a5c193-d3af-4384-a220-51326dd70bd7,CUST-9561,South,Store-015,Tablet,8,1727.32,13818.56,2023-01-21 19:37:22,POS_Terminal,21.98,MISMATCH,1,RFID_Mismatch
